============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.20-p003_1
  Generated on:           Sep 06 2020  12:01:04 pm
  Module:                 vlc_phy_fec
  Technology libraries:   tcb018gbwp7ttc 270
                          physical_cells 
  Operating conditions:   NCCOM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                         Instance                                                                Module                        Cell Count   Cell Area   Net Area    Total Area 
              GEN_INDEX_SUM_T_NOT_EQUAL_TO_1.REDUCE_ADDER_EVEN                             rs_reduce_adder_NUM_OF_ELEMENTS2_WORD_LENGTH4                4       60.887     0.000        60.887 
                g2                                                                         xor_op_10050                                                 4       60.887     0.000        60.887 
            RS_CHIEN_FORNEY_CONTROL_INST                                                   rs_chien_forney_control_WORD_LENGTH4_TWO_TIMES_T4_         167     4391.456     0.000      4391.456 
              sub0043495278                                                                sub_unsigned_2111                                           34      433.818     0.000       433.818 
              mux_r_counter_198_18                                                         bmux_2290                                                    4      365.320     0.000       365.320 
              mux_r_state_198_18                                                           bmux_2511                                                    3      273.990     0.000       273.990 
              mux_o_select_input_258_14                                                    mux_114                                                      3      273.990     0.000       273.990 
              mux_cmbsop_o_error_258_14                                                    mux_114                                                      3      273.990     0.000       273.990 
              ctl_258_14                                                                   case_box_10166                                              15      205.493     0.000       205.493 
              add_211_44                                                                   add_unsigned_91                                             13      152.217     0.000       152.217 
              ctl_r_state_258_14                                                           case_box_10167                                              10      129.384     0.000       129.384 
              mux_r_counter_194_17                                                         bmux_60                                                      4      121.773     0.000       121.773 
              mux_r_state_194_17                                                           bmux_100                                                     3       91.330     0.000        91.330 
              mux_r_state_239_35                                                           bmux_100                                                     3       91.330     0.000        91.330 
              mux_r_state_229_35                                                           bmux_100                                                     3       91.330     0.000        91.330 
              mux_o_rd_chien_forney_258_14                                                 mux_117                                                      1       91.330     0.000        91.330 
              mux_o_rd_number_of_symbols_258_14                                            mux_117                                                      1       91.330     0.000        91.330 
              mux_o_rd_symbol_258_14                                                       mux_117                                                      1       91.330     0.000        91.330 
              mux_o_stall_258_14                                                           mux_117                                                      1       91.330     0.000        91.330 
              mux_r_state_231_38                                                           bmux_100                                                     3       91.330     0.000        91.330 
              mux_r_state_212_35                                                           bmux_100                                                     3       91.330     0.000        91.330 
              mux_r_state_213_75                                                           bmux_100                                                     3       91.330     0.000        91.330 
              mux_r_state_241_42                                                           bmux_92                                                      2       60.887     0.000        60.887 
              mux_r_state_243_71                                                           bmux_92                                                      2       60.887     0.000        60.887 
              mux_r_state_201_39                                                           bmux_92                                                      2       60.887     0.000        60.887 
              mux_r_state_202_71                                                           bmux_92                                                      2       60.887     0.000        60.887 
              mux_o_select_input_258_19                                                    mux_108                                                      1       45.665     0.000        45.665 
              mux_r_state_222_35                                                           bmux                                                         1       30.443     0.000        30.443 
            NUMBER_OF_SYMBOLS_FLOP                                                         no_rst_dff_WORD_LENGTH4                                      4      213.104     0.000       213.104 
            mux_w_number_of_symbols_94_69                                                  bmux_60                                                      4      121.773     0.000       121.773 
            FIFO_READY_FLOP                                                                no_rst_dff_WORD_LENGTH1                                      1       53.276     0.000        53.276 
          RS_SYNDROME_INST                                                                 rs_syndrome_N15_K11_WORD_LENGTH4_TWO_TIMES_T4_OUTP         548    17040.675     0.000     17040.675 
            RS_SYNDROME_UNIT_INST                                                          rs_syndrome_unit_WORD_LENGTH4_TWO_TIMES_T4_TEST_MO         272    10350.745     0.000     10350.745 
              GEN_RS_SYNDROME_UNIT[3].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH4_I3_TEST_MODE0              68     2587.686     0.000      2587.686 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH4_MULT_CONSTANT8_TEST_MOD          40     1613.499     0.000      1613.499 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH4_MULT_CONSTANT8               40     1613.499     0.000      1613.499 
                    mux_mt_4[8][i]_2092_2                                                  mux_130                                                      4      974.188     0.000       974.188 
                    ctl_i_39_31                                                            case_box_50                                                 36      639.311     0.000       639.311 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
                  mux_q_27_12                                                              bmux_60                                                      4      121.773     0.000       121.773 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
                  mux_q_27_12                                                              bmux_60                                                      4      121.773     0.000       121.773 
                mux_w_end_adder_selector_42_60                                             bmux_60                                                      4      121.773     0.000       121.773 
                mux_w_d_flop_loop_selector_56_52                                           bmux_60                                                      4      121.773     0.000       121.773 
                END_ADDER                                                                  rs_adder_WORD_LENGTH4_TEST_MODE0                             4       60.887     0.000        60.887 
                  g1                                                                       xor_op                                                       4       60.887     0.000        60.887 
              GEN_RS_SYNDROME_UNIT[2].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH4_I2_TEST_MODE0              68     2587.686     0.000      2587.686 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH4_MULT_CONSTANT4_TEST_MOD          40     1613.499     0.000      1613.499 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH4_MULT_CONSTANT4               40     1613.499     0.000      1613.499 
                    mux_mt_4[4][i]_2092_2                                                  mux_130                                                      4      974.188     0.000       974.188 
                    ctl_i_39_31                                                            case_box_54                                                 36      639.311     0.000       639.311 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
                  mux_q_27_12                                                              bmux_60                                                      4      121.773     0.000       121.773 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
                  mux_q_27_12                                                              bmux_60                                                      4      121.773     0.000       121.773 
                mux_w_end_adder_selector_42_60                                             bmux_60                                                      4      121.773     0.000       121.773 
                mux_w_d_flop_loop_selector_56_52                                           bmux_60                                                      4      121.773     0.000       121.773 
                END_ADDER                                                                  rs_adder_WORD_LENGTH4_TEST_MODE0                             4       60.887     0.000        60.887 
                  g1                                                                       xor_op                                                       4       60.887     0.000        60.887 
              GEN_RS_SYNDROME_UNIT[1].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH4_I1_TEST_MODE0              68     2587.686     0.000      2587.686 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH4_MULT_CONSTANT2_TEST_MOD          40     1613.499     0.000      1613.499 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH4_MULT_CONSTANT2               40     1613.499     0.000      1613.499 
                    mux_mt_4[2][i]_2092_2                                                  mux_130                                                      4      974.188     0.000       974.188 
                    ctl_i_39_31                                                            case_box_102                                                36      639.311     0.000       639.311 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
                  mux_q_27_12                                                              bmux_60                                                      4      121.773     0.000       121.773 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
                  mux_q_27_12                                                              bmux_60                                                      4      121.773     0.000       121.773 
                mux_w_end_adder_selector_42_60                                             bmux_60                                                      4      121.773     0.000       121.773 
                mux_w_d_flop_loop_selector_56_52                                           bmux_60                                                      4      121.773     0.000       121.773 
                END_ADDER                                                                  rs_adder_WORD_LENGTH4_TEST_MODE0                             4       60.887     0.000        60.887 
                  g1                                                                       xor_op                                                       4       60.887     0.000        60.887 
              GEN_RS_SYNDROME_UNIT[0].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH4_I0_TEST_MODE0              68     2587.686     0.000      2587.686 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH4_MULT_CONSTANT1_TEST_MOD          40     1613.499     0.000      1613.499 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH4_MULT_CONSTANT1               40     1613.499     0.000      1613.499 
                    mux_mt_4[1][i]_2092_2                                                  mux_130                                                      4      974.188     0.000       974.188 
                    ctl_i_39_31                                                            case_box_52                                                 36      639.311     0.000       639.311 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
                  mux_q_27_12                                                              bmux_60                                                      4      121.773     0.000       121.773 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
                  mux_q_27_12                                                              bmux_60                                                      4      121.773     0.000       121.773 
                mux_w_end_adder_selector_42_60                                             bmux_60                                                      4      121.773     0.000       121.773 
                mux_w_d_flop_loop_selector_56_52                                           bmux_60                                                      4      121.773     0.000       121.773 
                END_ADDER                                                                  rs_adder_WORD_LENGTH4_TEST_MODE0                             4       60.887     0.000        60.887 
                  g1                                                                       xor_op                                                       4       60.887     0.000        60.887 
            RS_SYNDROME_CONTROL_INST                                                       rs_syndrome_control_N15_K11_WORD_LENGTH4_OUTPUT_PA         276     6689.930     0.000      6689.930 
              compute_number_of_symbols_326_61:mux_return_compute_number_of_symbols_171_21 bmux_2112                                                   31      943.744     0.000       943.744 
              mux_r_counter_185_18                                                         bmux_2151                                                    4      426.207     0.000       426.207 
              ctl_224_38                                                                   case_box_10085                                              31      388.153     0.000       388.153 
              compute_number_of_symbols_326_61:sub_174_28                                  sub_unsigned_3171                                           27      342.488     0.000       342.488 
              mux_r_state_185_18                                                           bmux_2162                                                    3      319.655     0.000       319.655 
              mux_cmbsop_o_error_261_14                                                    mux_126                                                      3      319.655     0.000       319.655 
              mux_r_state_224_38                                                           mux_126                                                      3      319.655     0.000       319.655 
              ctl_261_47                                                                   case_box_10091                                              17      235.936     0.000       235.936 
              mux_r_state_196_66                                                           mux_927                                                      3      228.325     0.000       228.325 
              mux_o_stall_261_14                                                           mux_2153                                                     2      213.104     0.000       213.104 
              mux_o_wr_symbol_261_14                                                       mux_2153                                                     2      213.104     0.000       213.104 
              compute_number_of_symbols_326_61:lt_171_21                                   lt_unsigned_2917                                            17      205.493     0.000       205.493 
              ctl_r_state_261_14                                                           case_box_10081                                              13      175.049     0.000       175.049 
              add_206_56                                                                   add_unsigned_91                                             13      152.217     0.000       152.217 
              lt_203_44                                                                    lt_unsigned_3193                                            12      144.606     0.000       144.606 
              mux_r_counter_181_17                                                         bmux_60                                                      4      121.773     0.000       121.773 
              mux_o_valid_261_14                                                           mux_2142                                                     1      106.552     0.000       106.552 
              mux_w_o_in_ready_261_14                                                      mux_2142                                                     1      106.552     0.000       106.552 
              mux_r_state_181_17                                                           bmux_100                                                     3       91.330     0.000        91.330 
              mux_r_state_188_39                                                           bmux_100                                                     3       91.330     0.000        91.330 
              mux_o_stall_261_51                                                           mux_51                                                       1       30.443     0.000        30.443 
              mux_o_valid_261_49                                                           mux_51                                                       1       30.443     0.000        30.443 
              mux_o_wr_symbol_261_46                                                       mux_51                                                       1       30.443     0.000        30.443 
              mux_o_wr_symbol_301_70                                                       bmux                                                         1       30.443     0.000        30.443 
              mux_r_counter_228_51                                                         bmux                                                         1       30.443     0.000        30.443 
              mux_r_state_215_64                                                           bmux                                                         1       30.443     0.000        30.443 
              mux_r_state_190_69                                                           bmux                                                         1       30.443     0.000        30.443 
          RS_BERLEKAMP_MASSEY_INST                                                         rs_berlekamp_massey_WORD_LENGTH4_TWO_TIMES_T4_TEST         521    13623.407     0.000     13623.407 
            RS_BERLEKAMP_MASSEY_UNIT_INST                                                  rs_berlekamp_massey_unit_WORD_LENGTH4_TWO_TIMES_T4         432    11073.775     0.000     11073.775 
              DISCREPANCY_INVERTER                                                         rs_inverse_WORD_LENGTH4_TEST_MODE0                          40     1613.499     0.000      1613.499 
                mux_gp_inverse_4[i]_17_2                                                   mux_130                                                      4      974.188     0.000       974.188 
                ctl_i_42_33                                                                case_box_9648                                               36      639.311     0.000       639.311 
              SYNDROME_REGISTER_ARRAY                                                      config_dff_array_NUM_OF_ELEMENTS4_WORD_LENGTH4              32     1339.508     0.000      1339.508 
                mux_w_q[0]_33_20                                                           bmux_60                                                      4      121.773     0.000       121.773 
                mux_w_q[1]_33_20                                                           bmux_60                                                      4      121.773     0.000       121.773 
                mux_w_q[2]_33_20                                                           bmux_60                                                      4      121.773     0.000       121.773 
                mux_w_q[3]_33_20                                                           bmux_60                                                      4      121.773     0.000       121.773 
              T_GREATER_THAN_ONE.CONNECTION_SHIFTER                                        register_feedback_shifter_NUM_OF_ELEMENTS2_WORD_LE          24      913.301     0.000       913.301 
                mux_r_array[1]_200_21                                                      bmux_60                                                      4      121.773     0.000       121.773 
                mux_r_array[1]_202_39                                                      bmux_60                                                      4      121.773     0.000       121.773 
                mux_r_array[0]_200_21                                                      bmux_60                                                      4      121.773     0.000       121.773 
                mux_r_array[0]_202_39                                                      bmux_60                                                      4      121.773     0.000       121.773 
              LOCATION_POLY_REGISTER                                                       sync_dff_array_NUM_OF_ELEMENTS2_WORD_LENGTH4                16      669.754     0.000       669.754 
                mux_q[0]_31_17                                                             bmux_60                                                      4      121.773     0.000       121.773 
                mux_q[1]_31_17                                                             bmux_60                                                      4      121.773     0.000       121.773 
              SYNDROME_SHIFTER                                                             register_shifter_NUM_OF_ELEMENTS2_WORD_LENGTH4              16      669.754     0.000       669.754 
                mux_r_array[1]_168_21                                                      bmux_60                                                      4      121.773     0.000       121.773 
                mux_r_array[0]_168_21                                                      bmux_60                                                      4      121.773     0.000       121.773 
              T_GREATER_THAN_ONE.GEN_LOCATION_POLY_LOGIC[1].LOCATION_MULT                  rs_full_multiplier_WORD_LENGTH4_TEST_MODE0                  31      471.872     0.000       471.872 
                FULL_MULTIPLIER                                                            rs_full_multiplier_core_WORD_LENGTH4                        31      471.872     0.000       471.872 
              T_GREATER_THAN_ONE.GEN_LOCATION_POLY_LOGIC[0].LOCATION_MULT                  rs_full_multiplier_WORD_LENGTH4_TEST_MODE0                  31      471.872     0.000       471.872 
                FULL_MULTIPLIER                                                            rs_full_multiplier_core_WORD_LENGTH4                        31      471.872     0.000       471.872 
              DISCREPANCY_MULT                                                             rs_full_multiplier_WORD_LENGTH4_TEST_MODE0                  31      471.872     0.000       471.872 
                FULL_MULTIPLIER                                                            rs_full_multiplier_core_WORD_LENGTH4                        31      471.872     0.000       471.872 
              GEN_SYNDROME_TIMES_LOCATION[1].SYNDROME_TIMES_LOCATION_MULT                  rs_full_multiplier_WORD_LENGTH4_TEST_MODE0                  31      471.872     0.000       471.872 
                FULL_MULTIPLIER                                                            rs_full_multiplier_core_WORD_LENGTH4                        31      471.872     0.000       471.872 
              GEN_SYNDROME_TIMES_LOCATION[0].SYNDROME_TIMES_LOCATION_MULT                  rs_full_multiplier_WORD_LENGTH4_TEST_MODE0                  31      471.872     0.000       471.872 
                FULL_MULTIPLIER                                                            rs_full_multiplier_core_WORD_LENGTH4                        31      471.872     0.000       471.872 
              sub_367_101                                                                  sub_unsigned_3285                                           27      342.488     0.000       342.488 
              FIRST_SYNDROME_REG                                                           sync_dff_WORD_LENGTH4                                        8      334.877     0.000       334.877 
                mux_q_28_21                                                                bmux_60                                                      4      121.773     0.000       121.773 
              mux_r_syndrome[i_syndrome_indexer]_260_5                                     mux_2600                                                     4      243.547     0.000       243.547 
              gte_353_83                                                                   geq_unsigned_3292                                           11      136.995     0.000       136.995 
              mux_r_value_poly[0]_453_31                                                   bmux_60                                                      4      121.773     0.000       121.773 
              mux_r_value_poly[1]_453_31                                                   bmux_60                                                      4      121.773     0.000       121.773 
              mux_r_discrepancy_378_31                                                     bmux_60                                                      4      121.773     0.000       121.773 
              mux_r_discrepancy_380_39                                                     bmux_60                                                      4      121.773     0.000       121.773 
              mux_r_2l_364_31                                                              bmux_60                                                      4      121.773     0.000       121.773 
              mux_r_2l_366_39                                                              bmux_60                                                      4      121.773     0.000       121.773 
              mux_w_select_discrepancy_394_71                                              bmux_60                                                      4      121.773     0.000       121.773 
              REDUCE_ADDER                                                                 rs_reduce_adder_NUM_OF_ELEMENTS3_WORD_LENGTH4                8      121.773     0.000       121.773 
                g3                                                                         xor_op_9696                                                  4       60.887     0.000        60.887 
                g2                                                                         xor_op_9695                                                  4       60.887     0.000        60.887 
              sub_458_49                                                                   sub_unsigned                                                10      106.552     0.000       106.552 
              T_GREATER_THAN_ONE.GEN_LOCATION_POLY_LOGIC[1].LOCATTION_ADDER                rs_adder_WORD_LENGTH4_TEST_MODE0                             4       60.887     0.000        60.887 
                g1                                                                         xor_op                                                       4       60.887     0.000        60.887 
              T_GREATER_THAN_ONE.GEN_LOCATION_POLY_LOGIC[0].LOCATTION_ADDER                rs_adder_WORD_LENGTH4_TEST_MODE0                             4       60.887     0.000        60.887 
                g1                                                                         xor_op                                                       4       60.887     0.000        60.887 
              gte_457_68                                                                   geq_unsigned_3297                                            5       53.276     0.000        53.276 
              mux_w_load_next_values_353_59                                                bmux                                                         1       30.443     0.000        30.443 
            RS_BERLEKAMP_MASSEY_CONTROL_INST                                               rs_berlekamp_massey_control_WORD_LENGTH4_TWO_TIMES          89     2549.632     0.000      2549.632 
              mux_cmbsop_o_location_poly_phase_89_14                                       mux_2294                                                     4      365.320     0.000       365.320 
              ctl_89_12                                                                    case_box_10120                                              15      205.493     0.000       205.493 
              mux_r_state_41_16                                                            bmux_2300                                                    2      182.660     0.000       182.660 
              mux_o_rst_bm_unit_89_14                                                      mux_2297                                                     2      182.660     0.000       182.660 
              mux_r_syndrome_indexer_41_18                                                 bmux_2300                                                    2      182.660     0.000       182.660 
              ctl_r_state_89_14                                                            case_box_10116                                              10      129.384     0.000       129.384 
              mux_r_state_37_11                                                            bmux_100                                                     3       91.330     0.000        91.330 
              mux_r_state_41_18                                                            mux_117                                                      1       91.330     0.000        91.330 
              mux_o_berlekamp_massey_ready_89_14                                           mux_117                                                      1       91.330     0.000        91.330 
              mux_r_syndrome_indexer_37_11                                                 bmux_92                                                      2       60.887     0.000        60.887 
              mux_r_syndrome_indexer_56_48                                                 bmux_92                                                      2       60.887     0.000        60.887 
              mux_r_state_76_50                                                            bmux_92                                                      2       60.887     0.000        60.887 
              add_50_62                                                                    add_unsigned_1556                                            5       60.887     0.000        60.887 
              mux_o_rst_bm_unit_89_15                                                      mux_51                                                       1       30.443     0.000        30.443 
              mux_o_berlekamp_massey_ready_89_11                                           mux_51                                                       1       30.443     0.000        30.443 
              mux_r_state_78_45                                                            bmux                                                         1       30.443     0.000        30.443 
              mux_r_state_69_44                                                            bmux                                                         1       30.443     0.000        30.443 
              mux_r_state_53_44                                                            bmux                                                         1       30.443     0.000        30.443 
              mux_r_state_44_42                                                            bmux                                                         1       30.443     0.000        30.443 
          NUMBER_OF_SYMBOLS_FIFO_INST                                                      reg_fifo_WORD_LENGTH4_NUM_OF_ELEMENTS4_O_FULL_MINU         148     3417.268     0.000      3417.268 
            sub_80_40                                                                      sub_signed_2587                                             26      334.877     0.000       334.877 
            add_78_40                                                                      add_signed_2583                                             24      319.655     0.000       319.655 
            mux_r_FIFO_DATA[r_RD_INDEX]_53_3                                               mux_2600                                                     4      243.547     0.000       243.547 
            mux_r_FIFO_COUNT_70_14                                                         bmux_60                                                      4      121.773     0.000       121.773 
            mux_r_FIFO_COUNT_77_27                                                         bmux_60                                                      4      121.773     0.000       121.773 
            mux_r_WR_INDEX_70_14                                                           bmux_92                                                      2       60.887     0.000        60.887 
            mux_r_WR_INDEX_85_25                                                           bmux_92                                                      2       60.887     0.000        60.887 
            mux_r_RD_INDEX_70_14                                                           bmux_92                                                      2       60.887     0.000        60.887 
            mux_r_RD_INDEX_94_25                                                           bmux_92                                                      2       60.887     0.000        60.887 
            add_97_38                                                                      add_unsigned_1556                                            5       60.887     0.000        60.887 
            add_88_38                                                                      add_unsigned_1556                                            5       60.887     0.000        60.887 
            mux_w_FULL_112_36                                                              bmux                                                         1       30.443     0.000        30.443 
            mux_w_EMPTY_114_36                                                             bmux                                                         1       30.443     0.000        30.443 
          SYNDROME_FIFO_ARRAY_INST                                                         reg_fifo_array_ARRAY_WIDTH4_NUM_OF_ELEMENTS1_WORD_          81     1940.765     0.000      1940.765 
            sub_81_40                                                                      sub_signed_2261                                             19      235.936     0.000       235.936 
            add_79_40                                                                      add_signed_2255                                             17      220.714     0.000       220.714 
            mux_r_FIFO_COUNT_71_14                                                         bmux_100                                                     3       91.330     0.000        91.330 
            mux_r_FIFO_COUNT_78_27                                                         bmux_100                                                     3       91.330     0.000        91.330 
            mux_w_FULL_113_36                                                              bmux                                                         1       30.443     0.000        30.443 
            mux_w_EMPTY_114_36                                                             bmux                                                         1       30.443     0.000        30.443 
          CHIEN_FIFO_ARRAY_INST                                                            reg_fifo_array_ARRAY_WIDTH3_NUM_OF_ELEMENTS1_WORD_          77     1727.661     0.000      1727.661 
            sub_81_40                                                                      sub_signed_2261                                             19      235.936     0.000       235.936 
            add_79_40                                                                      add_signed_2255                                             17      220.714     0.000       220.714 
            mux_r_FIFO_COUNT_71_14                                                         bmux_100                                                     3       91.330     0.000        91.330 
            mux_r_FIFO_COUNT_78_27                                                         bmux_100                                                     3       91.330     0.000        91.330 
            mux_w_FULL_113_36                                                              bmux                                                         1       30.443     0.000        30.443 
            mux_w_EMPTY_114_36                                                             bmux                                                         1       30.443     0.000        30.443 
          GEN_NO_PARITY_OUTPUT_FALSE.FLOP_CASCADE_INST                                     flop_cascade_WORD_LENGTH4_CASCADE_LENGTH4                   40     1674.385     0.000      1674.385 
            GEN_CONVOLUTIONAL_PATH[3].GEN_NOT_FIRST_TERM.SYNC_D_FLOP_INST                  sync_ld_dff_WORD_LENGTH5                                    10      418.596     0.000       418.596 
              mux_o_data_21_14                                                             bmux_476                                                     5      152.217     0.000       152.217 
            GEN_CONVOLUTIONAL_PATH[2].GEN_NOT_FIRST_TERM.SYNC_D_FLOP_INST                  sync_ld_dff_WORD_LENGTH5                                    10      418.596     0.000       418.596 
              mux_o_data_21_14                                                             bmux_476                                                     5      152.217     0.000       152.217 
            GEN_CONVOLUTIONAL_PATH[1].GEN_NOT_FIRST_TERM.SYNC_D_FLOP_INST                  sync_ld_dff_WORD_LENGTH5                                    10      418.596     0.000       418.596 
              mux_o_data_21_14                                                             bmux_476                                                     5      152.217     0.000       152.217 
            GEN_CONVOLUTIONAL_PATH[0].GEN_FIRST_TERM.SYNC_D_FLOP_INST                      sync_ld_dff_WORD_LENGTH5                                    10      418.596     0.000       418.596 
              mux_o_data_21_14                                                             bmux_476                                                     5      152.217     0.000       152.217 
          FORNEY_FIFO_ARRAY_INST                                                           reg_fifo_array_ARRAY_WIDTH2_NUM_OF_ELEMENTS1_WORD_          73     1514.558     0.000      1514.558 
            sub_81_40                                                                      sub_signed_2261                                             19      235.936     0.000       235.936 
            add_79_40                                                                      add_signed_2255                                             17      220.714     0.000       220.714 
            mux_r_FIFO_COUNT_71_14                                                         bmux_100                                                     3       91.330     0.000        91.330 
            mux_r_FIFO_COUNT_78_27                                                         bmux_100                                                     3       91.330     0.000        91.330 
            mux_w_FULL_113_36                                                              bmux                                                         1       30.443     0.000        30.443 
            mux_w_EMPTY_114_36                                                             bmux                                                         1       30.443     0.000        30.443 
          INPUT_ASYNC_DFF                                                                  async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
            mux_q_27_12                                                                    bmux_60                                                      4      121.773     0.000       121.773 
          ERROR_CORRECTION_ADDER_INST                                                      rs_adder_WORD_LENGTH4_TEST_MODE0                             4       60.887     0.000        60.887 
            g1                                                                             xor_op                                                       4       60.887     0.000        60.887 
      MUX1                                                                                 multiplexer_array_WORD_LENGTH12_NUM_OF_ELEMENTS7            52     2009.262     0.000      2009.262 
